,Transcription,Emotion
22583,Oh my God!Eh! Well,sur
22584,"You see that guy? He's in classics now, but y'know as soon as we leave he's going straight to the porn.",dis
22585,He's gonna go up to the counter with,neu
22586,Yeah.,neu
22587,I missed this.,hap
22588,Me too.,ang
22589,"So, you wanna get a hamburger or something?",neu
22590,Yes! Yes! Yes! Yes! Awww!,hap
22591,"Hey, it's your Thanksgiving too, y'know, instead of watching football, you could help.",ang
22592,We will.,neu
22593,"Okay, Rachel, you wanna put the marshmellows in concentric circles.",neu
22594,"No Mon,",neu
22595,Every year.,neu
22596,Hey! Ross!,hap
22597,Die Hard,neu
22598,"Yep. Hey, what do you say we make it a double feature?",neu
22599,What'd you rent?,neu
22600,Die Hard 2,neu
22601,"Joey, this is",neu
22602,"Oh, well we watch it a second time and its",neu
22603,"Joey, we",neu
22604,And?,neu
22605,And it'll be cool to see it again! Yeah!,hap
22606,Die Hard,neu
22607,"Dude, you didn't say",neu
22608,"Yeah, I just got uh, got plans.",neu
22609,"Well, John McClane had plans!",ang
22610,"No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch.",neu
22611,What are you talking about? Bitch.,ang
22612,I know you botched that operation on purpose.,hap
22613,"I can't prove    it yet, but when I do, you'll be going to jail for murder.",ang
22614,I don't care if you    are my brother.,dis
22615,"Good for you! And hey, I thought your paper on punctuated equilibrium    in the Devonian era was top notch!",hap
22616,Stop going through my stuff !,ang
22617,Hey!,hap
22618,Hey!,hap
22619,"I just wanted to let you know I've changed my mind: I'm gonna    do it, I'm gonna kiss Joey.",ang
22620,"No, you can't! Friends hooking up is a bad idea.",fea
22621,"Please, what about you and Chandler?",ang
22622,That's different! I was drunk and stupid!,ang
22623,Well hello !,ang
22624,What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?,neu
22625,"I could, I could but I don't want to! I want to kiss Joey!",ang
22626,Alright . I think it's a big mistake but it's your decision.,neu
22627,I'm gonna do it.,hap
22628,And I can't stop you.,neu
22629,No.,neu
22630,"Hey Rach, have you seen Charlie anywhere?",neu
22631,I'm smarter than,neu
22632,"Oh, hey, Gunther, check this out.",hap
22633,"Yeah, that-that Chandler cracks me up.",hap
22634,"Hey Ross, listen, you want anything to drink, cause I'm heading up there.",neu
22635,"Uh, yeah, I'll take a coffee. Thanks, man.",neu
22636,Sure.  Coffee? Cause I'm going up there.,hap
22637,No.,neu
22638,"No, thank you.",neu
22639,"You guys need anything, cause I'm heading up there.",neu
22640,I'd love an ice water.,neu
22641,You got it.,neu
22642,"Joey, what are you doing?",sur
22643,Just being friendly.,ang
22644,"Joey, honey, I don't think you're supposed to go back there.",ang
22645,"Nah, it's okay. Right, Gunther?",neu
22646,Don't wink at me. And put on your apron.,ang
22647,"Okay, but I don't see you asking any other paying customers to put on aprons.",sad
22648,"Joey, do you work here?",sur
22649,No.,neu
22650,"Hey, waiter.",neu
22651,Yeah?,neu
22652,"You've reached Monica and Chandler's, if you're listening to this message, we're probably screening.  Yeah we are.",neu
22653,"Hi, this is Heldi from the Morgan Chase museum.",neu
22654,I'm calling for Monica Geller.,neu
22655,"I want to let her know that there was a cancellation and if she's still interested in having the Bing-Geller wedding at our facility, it is available",neu
22656,"This is Chandler Bing! This is Chandler Bing!  Yes, the groomNo! Not the groom!!",sur
22657,Thank you.,neu
22658,Thanks.,neu
22659,I can't believe this! This is like the worst night ever!,ang
22660,Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am,neu
22661,"This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.",sad
22662,So go fix it!,neu
22663,Go find Chandler!,neu
22664,He's probably up in your room!,sad
22665,Tell him that you're sorry and that you love him.,ang
22666,Y'know what? You're right Phoebe. You're right. Thank you!,hap
22667,"Sure!   Yeah! Las Vegas, number one!",hap
22668,Anybody lose this?,neu
22669,Comin' out. Place your bet.  Dice are out.  Double or nothin'! Pay the front line!,hap
22670,Hmm.,neu
22671,Do you remember where the duck food is?,neu
22672,"Yeah, it's in the guys' apartment under the sink. Why?",sur
22673,Because I'm going to London.,neu
22674,What?! What do you mean you're going to London?,sur
22675,"Yeah, I have to tell Ross that I love him.",neu
22676,"Now honey, you take care, you don't have those babies until I get back.",neu
22677,"IRachel, you can't go! Ross loves Emily!",fea
22678,"Yeah, I know, I know, I know he does.",fea
22679,But I have to tell him how I feel!,sad
22680,He deserves to have all the information and then he can make an informed decision.,neu
22681,That's not why you're going!,sad
22682,"You're going because you hope he's gonna say, ""Yeah, I love you too, Rach.",sad
22683,"Forget that British chippy.""",sad
22684,OhhDo you think he will?!,sur
22685,No!,sad
22686,Because he's in love with the British chippy!,sad
22687,"Look, Rachel, if you go, you're just gonna mess with his head and ruin his wedding!",ang
22688,"Y'know, it's too late!",ang
22689,You missed you're chance!,sad
22690,"I'm sorry, I know this must be really hard, it's over.",sad
22691,"Y'know what? No. It's not over until someone says, ""I do.""",ang
22692,"I do! I do! I do!  I do!  Ugh, like I can really chase you. I'm carrying a litter.",hap
22693,So is everybody here?,neu
22694,I got here a little early myself.,neu
22695,Let us begin.,neu
22696,"Now, the hydrosaurids have been unearthed in two main locations.",neu
22697,Here.,neu
22698,Here.,neu
22699,Now as for the hydrosaurs,neu
22700,"Well, so anyway Beth, what I'm saying is I should've considered your feelings before I went home with you that night.",neu
22701,"I've ah, I've recently learned what's it like to be on your side of it, and I'm sorry.",sad
22702,"So, do you think you can forgive me?",sad
22703,Great.,hap
22704,Thanks.,hap
22705,"Okay, bye.",neu
22706,"Hello, Jennifer?",neu
22707,"Oh hi, Mrs. Loreo, is Jennifer there?",sur
22708,"Oh, she's not home huh?",sur
22709,"Well ah, actually I kinda need to talk to you too.",neu
22710,Hey!,ang
22711,Hi.,neu
22712,Are you all right?,neu
22713,Uhh… I think I just got engaged.,fea
22714,Oh my God! He did it?,sur
22715,Well…did you know he was gonna ask me?,hap
22716,Are you kidding?,sur
22717,I’m like the one who talked him into it.,hap
22718,I  like to think of myself as the puppet master of the group.,sad
22719,And you really think this is a good idea?,sad
22720,"I just talked him into it, don’t tell me I have to do you too.  The puppet master gets tired people.",neu
22721,I just don’t know! It just doesn’t feel right.,sad
22722,"Why?! You two are so meant to be together, everybody thinks  so.",sur
22723,Really?! Even Ross?,sur
22724,Especially Ross!,hap
22725,"Oh uh, hey Pheebs. Uh y’know what? I’ll-I’ll come  back later.",neu
22726,"Wow! Kind of uh, kind of a full house here. I’ll guess just…I’ll  come back.",sur
22727,"There he goes, your fiancée.",hap
22728,I guess so.,neu
22729,Although he does play with himself in his sleep.,neu
22730,I can’t say that I’m surprised.,neu
22731,"Oh, that is so unfortunate.",sad
22732,What?,neu
22733,Cute naked guy is really starting to put on weight.,hap
22734,"Okay, I'll be back in just a minute. Oh, Phoebe I'm sorry that I left lipstick marks on the phone.",neu
22735,You didn't leave lipstick marks on the phone.,neu
22736,"Oh, then it must've been you. Bye.",neu
22737,Bye-bye!  That's why I moved out.,hap
22738,"Hey, y'know while we're on that, when are you gonna tell my sister that you don't live here anymore.",neu
22739,I think on some levels she already knows.,neu
22740,Night Mon. Night Julio.,neu
22741,Adiós.,neu
22742,"Look Julio, someone left their book here.",sur
22743,"Ah actually, that is mine.",neu
22744,"Oh yeah, what are you reading?",neu
22745,"Flowers of Evil, by Beaudalire. Have you read it?",neu
22746,"Have I read it?  No, are you enjoying it?",neu
22747,"I thought I would, but the translation's no good.",neu
22748,Your a poet and don't know it.,neu
22749,"Actually I ah, I am a poet.",neu
22750,"Oh, then you do know it.  So um what kind of things do you write about?",neu
22751,"Things that move me. The, the shadow of a tree, a child laughing, or this lip.",neu
22752,Mine?  Right here?,neu
22753,I can write an epic poem about this lip.,hap
22754,"How would that go?  Well, it didn't rhyme, but I liked it.",hap
22755,"Last stop, Montreal. This stop is Montreal.",neu
22756,What?,sur
22757,"I made a bet with myself that you have beautiful eyes. Now that I see them, I win.",neu
22758,What?,sur
22759,We're at my stop. But would you like to have coffee?,neu
22760,Are we really in Montreal?!,sur
22761,"Yes we are. So, coffee?",neu
22762,"Coffee sounds great.  Wait, so, so you live in Montreal?",neu
22763,"Oh, no. But it's just a two hour ferry ride to Nova Scotia.",neu
22764,"Okay, here's batch 22.",neu
22765,"Oh, maybe these'll taste a little like your grandmother's.",ang
22766,"This has a little bit of orange peel, but no nutmeg.",neu
22767,Let's give it a shot.,neu
22768,"Oh, what was that for? Like a bake sale?",sur
22769,"No, just a Friday night.",neu
22770,Would she?,neu
22771,Would she?  You ate my candy bar!,ang
22772,"Oh God, I hate my job, I hate it, I hate my job, I hate it.",dis
22773,"I know honey, I'm sorry.",sad
22774,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it's remotely related to the field they're interested in.",sad
22775,"Gee, I don't know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!",hap
22776,"Oh honey, come on, I'm sorry, I didn't....",sad
22777,"I don't mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",dis
22778,Hi! Is my misery amusing to you?,ang
22779,"I'm sorry, I wa, I wa, I was just ah....",fea
22780,"It's not funny, this is actually my job.",ang
22781,"Oh believe me, I-I-I've been there. I had to sort mannequin heads at that Mannequins Plus.",neu
22782,"Oh well then, so I'm just going to go back to talking to my friend here.",hap
22783,And you can go back to enjoying your little hamburger.,hap
22784,"Ah, just one other thing.",neu
22785,Yes?!,hap
22786,"I ah, I work at",neu
22787,Do you want my pickle?,neu
22788,Do you think they have yesterday's daily news?,neu
22789,Why?,sur
22790,"Just wanna check my horoscope, see if it was right.",neu
22791,Oh my God.,sur
22792,Phoebe.,neu
22793,"Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression.",neu
22794,"Where?  Ooh, come to Momma.",hap
22795,"He's coming. Be cool, be cool, be cool.",ang
22796,We should do something. Whistle.,hap
22797,We are not going to whistle.,ang
22798,"Come on, do it.",neu
22799,No!,ang
22800,Do it!,hap
22801,No!,ang
22802,Do it do it do it!,hap
22803,Woo-woo!,hap
22804,I can't believe you did that!,sur
22805,"Hi! Umm, I'm Monica Geller, I'm the chef at Alessandro's.",neu
22806,Still?,sur
22807,"I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance.",neu
22808,I don't see any reason why I would do that to myself again.,hap
22809,"Either eat it, or be in it.",ang
22810,"Spoon?  So, what do you think?",hap
22811,"I'm torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",dis
22812,Thata girl! Huh? We should get out of here.. there's a new class comin' in.,hap
22813,"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?",neu
22814,I can.,neu
22815,"Okay, go ahead.",neu
22816,"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.",neu
22817,"That's very good, what's your name?",neu
22818,Monica.,neu
22819,"Monica, you go to the head of the class.",neu
22820,Okay.,hap
22821,"And there's a country called Argentinaaaa,    it's a place I've never seeeeen.",neu
22822,But I'm told for fifty pesos you can buy a    human spleen.,neu
22823,Human spleeeen.,neu
22824,Olé!,hap
22825,What are you doing here!,sur
22826,"Well, you said that you had customers lined up in the street,    so I am here to entertain!",hap
22827,Great!,hap
22828,Yeah!,hap
22829,"It really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!",hap
22830,"Yeah, ""You suck"" and ""shut up and go home"".",hap
