avaliacao,twet,class_label
negative," flights 890 was the delay, flight 5136 was my missed connection… help!",-1
negative, the flight that i did not connect to was 1857.,-1
negative, even when i do simple google search by flight number it tells me which gate so won't be that difficult am sure ,-1
negative, yes .not sure how you guys don't know gate is occupied and keep us waiting,-1
negative," wow! your miles program is ripoff,quick ticket fee 75$ i hope you all end up on unemployment.",-1
negative, - bos -&gt; dca delayed again. this needs to stop. i will be filing complaints with the faa and consumer affairs,-1
negative, sitting on the tarmac waiting to deplane 40+ minutes. the level of service i've come to expect.,-1
negative, you gladly take the loyal customer's money but when you cause an inconvenience you do nothing to help fix the problem you caused.,-1
negative, the least you could do is make up for what you have caused. you are ruining people's memories! you should be ashamed!,-1
negative," 1st a late flight plane, then missing flight crew, then maintenance problems, gates switched 4 times. you call this customer service??",-1
negative," due to your expensive change fees either. out of all the airlines, we chose yours, all do you could screw us. stranded!! no help!",-1
negative," we can't afford the international change fees to rebook our trip so we wanted to go home, turns out we can't afford to go home.",-1
neutral," but it's not their fault, because their policy says they at least got us to our destination. really?",0
negative," ruined our honeymoon by causing us to miss our international flight, and now we are stranded.",-1
positive, fa attendant on 4553 phl to pwm tonight was fab!  an asset to your team.  from 1f. have a great night team!,1
negative, thanks for overflight booking problems first class and automatically downgrading my upgrade 3 min before boarding.  ,-1
positive, we're having 2 grandbabies in 2 weeks -- will travel to dc for the births. thank you for the reasonable fares!  see you saturday!,1
positive," thank you, !  your fare to from dtw to dca was much lower than  and !  thank you! you won me over!",1
negative, flight 728 from phl to london has been sitting on the tarmac for 46min w/no further update from the pilot. what gives???,-1
negative," i already have, four times",-1
negative," 42 minutes holding. seriously, if your average wait time is over 30 minutes then maybe, just maybe, you're understaffed.",-1
negative, i submitted refund request b4 1st flight 2 days ago. is that all i need 2 do?,-1
positive," i know that, thanks. evaluate further ;-) ... -chairman",1
negative," seriously??? i have shared my concerns four times already, to no avail!  geeeeezzzzz!  flyer",-1
negative, no hot food on a 5 hour flight? crazy. couldn't eat in phl b/c our original connection was 40 min late flight. what gives? ,-1
negative," seriously, flight delay cinci to philly due to new ground staff, miss connection to man uk and now have to argue for hotel. wtf",-1
negative, thank you for continuing to be the worst airline out. didn't need that extra hour of sleep after 29 hours of travel anyway,-1
negative," i guess they only respond to compliments. sorry, can't think even one.",-1
negative,   disappoints again!  flighted flights  appointments  refund is a lie,-1
negative, 45 minutes on hold waiting to speak with an agent !! come on  !!! ridiculous  ,-1
negative," unable to locate baggage, this is frustrating. all my sons clothes and needs in it.    ",-1
negative," i already did. my question is, why does it still say in progress on ? it's been 6 days.",-1
negative," are you kidding me?? bad customer service, folks. flew from psp to phx flight 2692 on 2/19. (cont) ",-1
positive, thanks for getting me rescheduled on a direct flight to nola tonight in 10 minutes--and hopefully an hour earlier getting there!,1
negative, problem with flight in gainesville us airways  5137 to clt will miss connecting flight 5547 to iad. when can i get another flight,-1
negative, still no rep can talk 3 days late flightr. u r asking me to checkin to my flight tmrw and my refund is being requested.  deal w this!!,-1
negative," flight 1777 has been waiting for 30 minutes at rsw waiting for weight balance clearance. come on, let us leave!",-1
negative,"  when will it be marked ""completed"". i'm scared i'm going to lose my reservation or my money is going to be refunded.",-1
negative,"  completed. if that's the case then why does it still say ""in progress"" on paypal's website. i reserved on the 13th.",-1
neutral,  so i contacted my bank. they took the money out today. i also contacted  they said my reservation is,0
negative," appreciate the calls when flight's delayed, but the recorded msg is tedious &amp; just goes on &amp; on. i vote for texts if practical :)",-1
negative, horrible communication on delayed flight out of lga!!!! i got 2 emails in seconds w different delay times!!!! horrible,-1
positive, thank you finally got our bag. customer services reps were wonderful.,1
neutral," have a 6:05pm flight out of phl sat, 2/21. snow expected. are we able to switch to an earlier flight without penalty?",0
neutral, we got our bags today. thanks!,0
negative, 45 min hold time then a hang up by manager mike in dividend miles dept. tough to justify sticking with the us air cc and status.,-1
negative, never fails to disappoint.,-1
negative, platinum flyer bought tkt in aa. also both accounts are linked. so why can't i check in for flight tomorrow?,-1
negative,  your person taking tickets is rude and now we are delayed 4-50 minutes because you overfilled fuel on the plane .,-1
negative," flight 500 out of seattle has 10,000lbs too much fuel and no water for the lavoratories. nice job guys - est 40min behind now",-1
